index,marca,fecha_alerta,fecha_vencimiento,mes,status,plazo_de_gestion,sucursal,canal,vendedor_rc,responsable_de_gestionar_alerta,cliente,vin,vehículo,satisfaccion_inicial,recomendacion_inicial,incidente_o_retorno_inicial,categoria,causas,puesto_involucrado,tiempo_de_respuesta_dias,estado,resp_alerta,tipo_de_alerta
338,Marca 2,2018-08-15,2018-08-16,Agosto,GESTIONADO,A TIEMPO,Sucursal 2,PV,98121103244efaa75ab3c23947aae1b6,98121103244efaa75ab3c23947aae1b6,8d545614df8a23fb6e0fc437f818db80,93f05386acef2d84e737b9d0e3f1d52c,ccdf25bf3ea199e035597bf2f9d247d4,10.0,10.0,NO,Disconformidad con el fabricante,Políticas de precios,Asesor,0.9912684661681558,REVERTIDO,Responsable 2,OBSERVACION
339,Marca 1,2018-08-15,2018-08-17,Agosto,GESTIONADO,A TIEMPO,Sucursal 2,VN,72f1a81414e8dd4bd8097732363e2a57,75bd9f0d0474e3b5e79a6a247c246aa9,8e381d5bc81bf9944b6cca23f28853d8,b4ec6787a6d0d02a5131728a03256487,d24c84ff9ca17bebbf71b7a636f7763d,10.0,10.0,SI,Problemas de Gestoría,Faltante / error en documentación,Gestoria,0.9912684661681558,REVERTIDO,Responsable 3,INCIDENTE
340,Marca 1,2018-08-15,2018-08-17,Agosto,SIN GESTION,Sin Tratamiento,Sucursal 2,PV,444c85f0fd5d405232efcca8383d9cad,e0d88be5601d9b08019ce371d6db7217,470292d8bd0763228413b86d15c99003,7559eefe704820d5cd8acbe121bd0a62,afee97063896539480a5565756d32aee,7.0,1.0,SI,Reclamos al Taller,Mala reparación,Taller,0.9902579108152468,SIN RESPUESTA,Responsable 1,BAJA CALIFICACION Y RETORNO
341,Marca 1,2018-08-15,2018-08-17,Agosto,SIN GESTION,Sin Tratamiento,Sucursal 2,PV,326d75fde9c5517d7b2889a391dfdb05,326d75fde9c5517d7b2889a391dfdb05,9a5a56923f9c36d50df29aadab5264fa,0587b277a1fd84b23025c3062cc97784,89a1533c37ec9254f22b5e0f29c9c0ff,6.0,6.0,SI,Varios,Reclamos al Taller: Disconformidad sobre el trabajo realizado; Comunicación: Falta de comunicación ante novedades; Disconformidad con el Fabricante: Disponibilidad de repuestos,Taller,0.9902579108152468,SIN RESPUESTA,Responsable 1,BAJA CALIFICACION Y RETORNO
342,Marca 1,2018-08-15,2018-08-17,Agosto,GESTIONADO,A TIEMPO,Sucursal 2,PV,ecc17209d0ed54780932708ae982e583,ecc17209d0ed54780932708ae982e583,86f40df61da240b72d7dfc9eb2a8726d,b2e93a92b72039bc803758144b56b110,f33be1f14dc5f54c5721fda022c1e966,8.0,9.0,NO,Asesoramiento,Disconformidad con experiencias pasadas,Asesor,0.9912912639066204,REVERTIDO,Responsable 3,BAJA CALIFICACION
343,Marca 1,2018-08-15,2018-08-17,Agosto,GESTIONADO,A TIEMPO,Sucursal 2,PV,444c85f0fd5d405232efcca8383d9cad,e0d88be5601d9b08019ce371d6db7217,eff7c7d2d7150946605b997dc83e28c6,abb718cc9ffecd8a36be0035ed47f091,8bcbb2d76706e5e5a5d93b6a982a8574,7.0,9.0,NO,Reclamos al taller,Trabajo parcial,Taller,0.9912912639066204,NO REVERTIDO,Responsable 3,BAJA CALIFICACION
344,Marca 1,2018-08-15,2018-08-17,Agosto,GESTIONADO,FUERA DE PLAZO,Sucursal 2,VN,d36fd8df39e0cdfdeb4c116c5950a44c,d2271ce4a7b76a6b2090e2ee6d828818,4356ea4eea9e03bee07ad47436ac2d51,c27c85dffa4ccbba8b33bec86241cb95,4c39a629e5aff0a3fa7ed7436e32f965,7.0,9.0,SI,Varios,"Accesorios : Mal instalado ; Disconformidad con el Fabricante : Disponibilidad de modelos ; Asesoramiento : ; Incumplimiento de promesas , Sobre el proceso administrativo, Sobre el funcionamiento de la unidad en la entrega",Ventas,0.9913824548604778,NO REVERTIDO,Responsable 3,BAJA CALIFICACION E INCIDENTE
345,Marca 1,2018-08-15,2018-08-16,Agosto,GESTIONADO,FUERA DE PLAZO,Sucursal 2,PA,b14819a3c6493fa6b2a0cd399b9fa00a,ccfef5b5fd1bd0b56c6ae83a761e9412,af3ebef14474342e02d12f7cd14ec6f9,0b067c41b08fa53e94ad60eb798c6722,f7464d645edda9503779285168dba511,10.0,10.0,NO,Error de Facturación,Vehículo adquirido,Adjudicados,0.9914052525989422,REVERTIDO,Responsable 2,OBSERVACION
346,Marca 1,2018-08-15,2018-08-16,Agosto,GESTIONADO,FUERA DE PLAZO,Sucursal 2,PA,1896031ad26ac8dfeaf0b950aa5ee693,ccfef5b5fd1bd0b56c6ae83a761e9412,424aad145b3676a7e0ceb7de475725b9,594b8c87c2bff2d53d1a4018409943cf,b7186aa17c689fadfff0293b918164a4,9.0,10.0,NO,Condiciones de atención del personal,Indiferencia del personal,Ventas,0.9914052525989422,REVERTIDO,Responsable 2,OBSERVACION
347,Marca 1,2018-08-15,2018-08-16,Agosto,GESTIONADO,FUERA DE PLAZO,Sucursal 2,PV,444c85f0fd5d405232efcca8383d9cad,e0d88be5601d9b08019ce371d6db7217,8e04e3205d367fcb3cb683869c18e798,ea82a05fd2bc068fb83ab9274e3c7886,93ae83899af768334d82e1601748211f,9.0,10.0,NO,Turnos,Falta de opción de autogestión de turnos,Turnos,0.9912912639066204,REVERTIDO,Responsable 2,OBSERVACION
348,Marca 1,2018-08-15,2018-08-16,Agosto,GESTIONADO,FUERA DE PLAZO,Sucursal 2,PA,08b73796b30152742f6118b2bf79f691,ccfef5b5fd1bd0b56c6ae83a761e9412,7885771a7cc52111c4f10d71769f9b8f,17d6fe607ac4154ace5a5aa94d9330bf,f47d34469fd6c600d644a355ce066db3,9.0,9.0,NO,Varios,"Asesoramiento : Gastos , Plazos de entrega",Adjudicados,0.9914052525989422,REVERTIDO,Responsable 3,OBSERVACION
349,Marca 1,2018-08-15,2018-08-16,Agosto,GESTIONADO,FUERA DE PLAZO,Sucursal 4,VN,2138393ebbcbbce63871247c55142be9,0a4fd748263abd96d433702257b5397d,a31d493fcda8024dabdab80e32929045,f69fff328f4d526c154d0789ba900265,27803fa5f47b2aee076580a85c8a7625,10.0,10.0,NO,Problemas de gestoría,Faltante / error en documentación,Seguros,0.9913824548604778,REVERTIDO,Responsable 3,OBSERVACION
352,Marca 1,2018-08-15,2018-08-16,Agosto,GESTIONADO,FUERA DE PLAZO,Sucursal 3,PV,5e4dec9d960c15b2c561ceaf0e79b267,3228ebdbca7b438f8a6de1b3c6148abc,fb6f52db2e8e41b58fcf4530e970b5d3,06ab78a76dfe9544717ad637d8bbfe93,1c0efa682e6461e3ca25e679b07b30bc,9.0,9.0,NO,Varios,Demoras en la Atención: Recepción del auto; Lavado: Vehículo no lavado / aspirado,Asesor,0.991724420937443,REVERTIDO,Responsable 1,OBSERVACION
353,Marca 1,2018-08-15,2018-08-16,Agosto,GESTIONADO,FUERA DE PLAZO,Sucursal 3,PV,5e4dec9d960c15b2c561ceaf0e79b267,3228ebdbca7b438f8a6de1b3c6148abc,3ce288354ccd484e177d38c008ba38bf,207f420a5c3e90ca546dcb613669eb47,7625f3a04ac810ceef2083a6b65d64e5,10.0,10.0,NO,Turnos,Disponibilidad de turnos,Turnos,0.991724420937443,REVERTIDO,Responsable 1,OBSERVACION
354,Marca 1,2018-08-15,2018-08-16,Agosto,GESTIONADO,FUERA DE PLAZO,Sucursal 3,PV,5e4dec9d960c15b2c561ceaf0e79b267,3228ebdbca7b438f8a6de1b3c6148abc,60a112c9702d52cb98979a039a32a1a5,6165f52f085e52244a8f4571f684eb5f,1d486cd60251e4a5318465fb00f11fb7,10.0,10.0,NO,Disconformidad con el fabricante,Políticas de precios,Asesor,0.991724420937443,REVERTIDO,Responsable 1,OBSERVACION
355,Marca 1,2018-08-15,2018-08-16,Agosto,GESTIONADO,FUERA DE PLAZO,Sucursal 3,PV,5e4dec9d960c15b2c561ceaf0e79b267,3228ebdbca7b438f8a6de1b3c6148abc,2d34e356c076f85bad3a45ad2226cf50,08e8e6125324f6c946a5e06d54c7832d,c5723a19e0a452f01eef625223317fd7,9.0,9.0,NO,Varios,Disconformidad con el Fabricante: Políticas de precios; Asesoramiento: Consultas pendientes del Cliente,Asesor,0.9914052525989422,REVERTIDO,Responsable 1,OBSERVACION
356,Marca 1,2018-08-15,2018-08-16,Agosto,GESTIONADO,FUERA DE PLAZO,Sucursal 3,PV,5e4dec9d960c15b2c561ceaf0e79b267,3228ebdbca7b438f8a6de1b3c6148abc,2511aa1be3ed10fd4881ecb989ec0615,78ac6fc8bc13da370f052166b0da8140,39d7b05cd7a8cacdf1d505f2f33d6255,9.0,10.0,NO,Varios,Turnos : Disponibilidad de turnos ; Condiciones Generales : Falta de personal,Asesor,0.991724420937443,REVERTIDO,Responsable 3,OBSERVACION
357,Marca 2,2018-08-16,2018-08-17,Agosto,GESTIONADO,A TIEMPO,Sucursal 1,PV,5aa557351742d288a6ca939107e4597d,32be548f794590745c6436bb4fa862f2,7ecc0b386d755c04efcfb928e4ed16a7,5764917f4e62e0230e8fad7efd8ebe36,b8e28c3ab56362b39d850a828f650587,10.0,10.0,NO,Asesoramiento,Facturación,Adjudicados,0.9912456684296918,REVERTIDO,Responsable 3,OBSERVACION
358,Marca 2,2018-08-16,2018-08-17,Agosto,GESTIONADO,FUERA DE PLAZO,Sucursal 1,VN,cb7de146e880a0135c3166378536d62a,a25675d8e5ffe874d55f9f8c16ee3c2c,a1ef350e33ae1c3daf3c0720feb56b46,7a31517534c893ce65dc5c42ce4bfb3e,ee4401e05c50d8cb350c96c0827e9aa3,10.0,10.0,SI,Vehículo entregado en malas condiciones,Rayas/ bollos / micro bollos / problemas de pintura,Entrega Fisica,0.9914280503374066,REVERTIDO,Responsable 2,INCIDENTE
359,Marca 2,2018-08-16,2018-08-17,Agosto,GESTIONADO,A TIEMPO,Sucursal 1,PA,dd340304a7a7a39465c929dcf857e923,2b2b6bdab48ece7990eb87b375496775,de0f3e8d5c64a0b95cdc9dbc32b68144,3c82e29d57d6b1fd1f2a5ab83463129e,50d057aa897ecf11f687a74f310aeb41,9.0,10.0,NO,Error de Facturación,Vehículo adquirido,Adjudicados,0.9912684661681558,REVERTIDO,Responsable 2,OBSERVACION
360,Marca 2,2018-08-16,2018-08-17,Agosto,GESTIONADO,A TIEMPO,Sucursal 1,PA,dd340304a7a7a39465c929dcf857e923,2b2b6bdab48ece7990eb87b375496775,15c99089efe587cb865857c4c7018a93,e741db2148aa8990b40720c71a1bd373,dc9dd67dc9eb371947710f375d7a4f4e,9.0,10.0,NO,Varios,"Asesoramiento: Gastos, Facturación; Accesorios: Faltante; Condiciones Generales: Comunicación: Falta de comunicación ante novedades",Adjudicados,0.9912456684296918,REVERTIDO,Responsable 1,OBSERVACION
362,Marca 2,2018-08-16,2018-08-17,Agosto,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PA,c4bb55a603ecd579667ef5dce00f9bac,e396d32cf3489569ab4cf995b7cb3ea6,712d29ba8bf5e96ee53fe07a917ae42e,b6446360567e51e557201f41b2b792ac,3512056a5a829774fcca0e62441abb48,10.0,10.0,NO,Varios,Problemas de Gestoría : Faltante / error en documentación ; Asesoramiento : Plazos de entrega,Adjudicados,0.9913824548604778,REVERTIDO,Responsable 3,OBSERVACION
383,Marca 4,2018-08-16,2018-08-21,Agosto,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PV,c2006c5ab28a559b148d6cf4d6a0d1dd,4821ee780842e7aa34d8ef61ac6d3408,e968b9846e3dfb83985d0d5add8f4e04,17b5d14a0a2c470a10ff161d86e55d96,dafa4042195355a871b0cea63d5d2331,-1.0,-1.0,SI,Disconformidad con el Fabricante,Disponibilidad de repuestos,Repuestos,0.9914964435527996,CERRADO POR GERENCIA,Responsable 3,BAJA CALIFICACION Y RETORNO
384,Marca 4,2018-08-16,2018-08-21,Agosto,GESTIONADO,A TIEMPO,Sucursal 1,PV,fcf0a5545502f79c36e5ff43129890b3,6cc3f8a62d78e4e83a3b2e5c6f154cc7,f3bba3850ca3a78735fed888861513b2,cc067a60b90b6e614623d184028e8c57,10de4bc81f754b19b0d27246a0589c05,7.0,9.0,NO,Varios,Disconformidad con el Fabricante: Políticas de precios; Expectativas Altas del Cliente: Nota 7 y 8 sin comentario negativo,Asesor,0.9913596571220136,NO REVERTIDO,Responsable 2,BAJA CALIFICACION
385,Marca 4,2018-08-16,2018-08-21,Agosto,GESTIONADO,A TIEMPO,Sucursal 1,PV,fcf0a5545502f79c36e5ff43129890b3,a63fc6ffc88bcec48db40802fd422ff4,0b23c0019086b25203e159930b44eccc,48e1068d82888317158bff98426e3ea4,901812e5487578d4c0bc35c2a13a4f54,-1.0,-1.0,SI,Varios,"Reclamos al Taller: Mala reparación, Disconformidad sobre el trabajo realizado; Disconformidad con el Fabricante: Disconformidad con el producto, Políticas de precios",Taller,0.9912684661681558,NO REVERTIDO,Responsable 1,BAJA CALIFICACION Y RETORNO
386,Marca 4,2018-08-16,2018-08-18,Agosto,GESTIONADO,A TIEMPO,Sucursal 1,VN,e8983200ace09973749ee42ee1f08e76,a25675d8e5ffe874d55f9f8c16ee3c2c,5f0831852e5dce8d067b773275e8417b,f90c12847f7d150cc32dbf0a8706c7c4,017f8a80ce003f9bc09482d19b849264,10.0,10.0,NO,Accesorios,Faltante,Entrega Fisica,0.9912684661681558,REVERTIDO,Responsable 2,OBSERVACION
387,Marca 4,2018-08-16,2018-08-17,Agosto,GESTIONADO,A TIEMPO,Sucursal 1,VN,1133b78fa6d5c920220f595e5cc9b4a1,a25675d8e5ffe874d55f9f8c16ee3c2c,53f2950545491396c0df9c0a90cdd511,2ff411ebd4b6f6947dea4f16cadc372f,78c83f9b348808367e4f559a96c8aef9,10.0,10.0,NO,Varios,"Vehículo Entregado en Malas Condiciones: Otros; Asesoramiento: Sobre el funcionamiento de la unidad en la entrega, Equipamiento de la unidad",Entrega Fisica,0.9912684661681558,REVERTIDO,Responsable 1,OBSERVACION
388,Marca 1,2018-08-16,2018-08-21,Agosto,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,f06acc59114557c98677b6f575adc67b,f06acc59114557c98677b6f575adc67b,09980bf42f585e675dd741ae8c612956,e059d24b405ac5e333cf70472f4bdc36,93ae83899af768334d82e1601748211f,8.0,9.0,SI,Reclamos al Taller,Trabajo parcial,Taller,0.9902578880175088,SIN RESPUESTA,Responsable 3,BAJA CALIFICACION Y RETORNO
389,Marca 1,2018-08-16,2018-08-21,Agosto,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,aa582b03e5a21ff9bdfe6b108d0f8dc4,aa582b03e5a21ff9bdfe6b108d0f8dc4,b001b17f53ffdaa05128146b4f2832b7,45f7260a7c5a5e5c57858f55f25fdd24,8bcbb2d76706e5e5a5d93b6a982a8574,8.0,9.0,SI,Reclamos al Taller,Trabajo parcial,Taller,0.9902578880175088,SIN RESPUESTA,Responsable 3,BAJA CALIFICACION Y RETORNO
390,Marca 1,2018-08-16,2018-08-21,Agosto,GESTIONADO,FUERA DE PLAZO,Sucursal 1,VN,43f4a53d78748f0d914e5ec698e6283a,533be8fb0588e4231fbb3788adf04607,f0e71442ade1a4abd242dec2463012d7,8255316f71e97ee53791ad37016fa427,3e83723e25735ca01ecdf63048f5bef0,8.0,9.0,NO,Varios,"Accesorios: Faltante; Asesoramiento: Plazos de entrega, Gastos",Ventas,0.9913824548604778,REVERTIDO,Responsable 2,BAJA CALIFICACION
392,Marca 1,2018-08-16,2018-08-21,Agosto,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,aa582b03e5a21ff9bdfe6b108d0f8dc4,5ddb224ccc347d0bd21137b0bf52130e,65011270e6017627003514e9cdce9466,7872e3cd1a6cd28652027271f24e88c3,afee97063896539480a5565756d32aee,6.0,6.0,SI,Asesoramiento,Disconformidad con experiencias pasadas,Asesor,0.9902578880175088,SIN RESPUESTA,Responsable 2,BAJA CALIFICACION Y RETORNO
393,Marca 1,2018-08-16,2018-08-21,Agosto,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,246e89c6fcd93a60463be9821f1d0d5d,246e89c6fcd93a60463be9821f1d0d5d,84a6c090a31e77ffdee535761dcaf41e,7af460a4eb6c3a0a9061585ac0946aa0,f33be1f14dc5f54c5721fda022c1e966,3.0,2.0,NO,Disconformidad con el fabricante,"Condiciones de la garantía, Políticas de precios",Asesor,0.9902578880175088,SIN RESPUESTA,Responsable 1,BAJA CALIFICACION
394,Marca 1,2018-08-16,2018-08-21,Agosto,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,707405bb4abc05d8072741b92db61df6,52fe854fd5ce5c08fca6ac41f1ebf4ac,c5411a129c5420c9db2534914dafbeef,0074fed1706943c6fda9650598b946a0,c5e575270791275f2d60082f17a785d4,9.0,1.0,SI,Problemas en la entrega,Faltante de duplicado de llave,Taller,0.9902578880175088,SIN RESPUESTA,Responsable 1,BAJA CALIFICACION Y RETORNO
395,Marca 1,2018-08-16,2018-08-17,Agosto,GESTIONADO,A TIEMPO,Sucursal 1,PA,b3c72279a96ee4bb544028e8f8c2699b,ee28ab9178472ff97059aeddc36de287,2989f00e61000325e39a4d5a837c7d46,d1e6912c4ce60ceeb70dd20ab48b2004,e08d113ed7bad2205e4d492516ba9dd0,9.0,9.0,NO,Asesoramiento,Plazos de entrega,Entrega Administrativa,0.9912684661681558,REVERTIDO,Responsable 2,OBSERVACION
396,Marca 1,2018-08-16,2018-08-17,Agosto,SIN GESTION,Sin Tratamiento,Sucursal 1,VN,149f7e7188cd46f00c6c2829bf0caeb3,c4548e229a55455ff03755e3e384a634,0b49b7342350eb0e57a35b75cec354a7,6a9965a4e517d4cfc36bf1623bd56797,9fce416c5a71938ac00c9f34c29ec242,9.0,10.0,NO,Problemas de gestoría,Faltante / error en documentación,Gestoria,0.9902578880175088,SIN RESPUESTA,Responsable 1,OBSERVACION
397,Marca 1,2018-08-16,2018-08-17,Agosto,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,707405bb4abc05d8072741b92db61df6,e20a80be664f2b856a1d33eb3c5e8836,dccb95f9e4b0df8fdfd06c993f760474,bcc885d8df88331fa974c59b69fc6028,8bcbb2d76706e5e5a5d93b6a982a8574,9.0,9.0,NO,Varios,Comunicación: Falta de comunicación ante el arribo de un repuesto; Disconformidad con el Fabricante: Disponibilidad de repuestos; Reclamos al Taller: Tiempo de inmovilización en el taller; Asesoramiento: Disconformidad con experiencias pasadas,Asesor,0.9902578880175088,SIN RESPUESTA,Responsable 2,OBSERVACION
398,Marca 2,2018-08-16,2018-08-21,Agosto,SIN GESTION,Sin Tratamiento,Sucursal 2,PA,94649e053a2416e5ce9c3b2b321cda6e,455f6e1e1d958cc4c582df866ad6051c,82d1ba55beeee982a7c1acbfa919a088,d91ad3f829cc9d9c24962a5308b45545,05d148921c8bd00c88af38487e2a2188,1.0,1.0,SI,Varios,"Asesoramiento : Incumplimiento de promesas , Financiación, Omisión/error en la sucripcion o en la venta , Plazos de entrega , Sobre el funcionamiento de la unidad en la entrega; Comunicación : Falta de comunicación ante novedades ; Disconformidad con el Fabricante : Disconformidad con el producto ; Vehículo Entregado en Malas Condiciones : Vehiculo sucio o con marcas",Adjudicados,0.9913596571220136,SIN RESPUESTA,Responsable 3,BAJA CALIFICACION E INCIDENTE
399,Marca 2,2018-08-16,2018-08-17,Agosto,GESTIONADO,A TIEMPO,Sucursal 2,PV,98121103244efaa75ab3c23947aae1b6,98121103244efaa75ab3c23947aae1b6,17129a3854b1ef5490f22b1da73ceded,3d804fe65d35ee101cb81568b9859ef4,f23f28305a6cc0c3813b6f99f0dfcd70,10.0,10.0,NO,Reclamos al taller,Trabajo parcial,Taller,0.9912684661681558,REVERTIDO,Responsable 2,OBSERVACION
400,Marca 3,2018-08-16,2018-08-21,Agosto,GESTIONADO,Fuera de plazo,Sucursal 2,VN,9d8df2f52e97428288aa181d0c9ca442,bea1b06a979bd72ed76fa9e66dc896f5,d7f226202a5fd31aa449b09432b7b23e,5e52c008a3221fdbf1a2f827c7fa66df,d34c51078ca0697ed4e9d731c0ee4d61,10.0,10.0,SI,Vehículo entregado en malas condiciones,Fallas en el funcionamiento del equipamiento,Entrega Fisica,0.9918384096297648,REVERTIDO,Responsable 2,INCIDENTE
401,Marca 3,2018-08-16,2018-08-21,Agosto,GESTIONADO,Fuera de plazo,Sucursal 2,VN,09b4b60335cca7dd24f437f09d4a58c8,7178dd7257c3fd157e3304e6bac18787,bbbad4ebb7d347f5f125af4a49a5faa2,6ad6aea1bbe50da8475327554ae94915,33b96ba4fb2117a29d78e0c8a4d340ed,-1.0,-1.0,NO,Asesoramiento,"Omisión/error en la sucripcion o en la venta, Gastos, Plazos de entrega",Ventas,0.991861207368229,NO REVERTIDO,Responsable 1,BAJA CALIFICACION
402,Marca 3,2018-08-16,2018-08-21,Agosto,GESTIONADO,Fuera de plazo,Sucursal 2,PA,c08ca320ccbf93cb23688866ea16e514,83fc90a850fd640034887a28763207cb,4b1dd3e0a79e038a24aae795c5605ec3,940dcc389758681682f3b7050d7dc98d,a15ad920adb9dda6721609adb7e20acc,8.0,8.0,NO,Varios,"Asesoramiento: Plazos de entrega, Equipamiento de la unidad, Omisión/error en la sucripcion o en la venta, Ofrecimiento de Test Drive; Disconformidad con el Fabricante: Disponibilidad de modelos",Adjudicados,0.9913824548604778,NO REVERTIDO,Responsable 1,BAJA CALIFICACION
403,Marca 3,2018-08-16,2018-08-21,Agosto,GESTIONADO,A tiempo,Sucursal 2,PV,973b522f65bc9ff13453331a5fe36536,973b522f65bc9ff13453331a5fe36536,f65de2541db38ab6a10f9f02ad530742,6eef2b0aa91bd82782a3f2c2c94dd5e0,fbbf2cbe4eed808b5c08c7780f698804,7.0,-1.0,NO,Reclamos al Taller,Trabajo parcial,Taller,0.9913596571220136,REVERTIDO,Responsable 3,BAJA CALIFICACION
404,Marca 3,2018-08-16,2018-08-20,Agosto,GESTIONADO,Fuera de plazo,Sucursal 2,VN,09b4b60335cca7dd24f437f09d4a58c8,bea1b06a979bd72ed76fa9e66dc896f5,d26595d5c114bac34f486b04a20de493,4eea0bc87e7f25ae2f6fbb75af78abc2,a10273fb437e6cb680268900f65ea598,9.0,10.0,NO,Vehículo entregado en malas condiciones,Rayas/ bollos / micro bollos / problemas de pintura,Entrega Fisica,0.9913596571220136,REVERTIDO,Responsable 1,OBSERVACION
405,Marca 3,2018-08-16,2018-08-17,Agosto,GESTIONADO,Fuera de plazo,Sucursal 2,PA,c08ca320ccbf93cb23688866ea16e514,7178dd7257c3fd157e3304e6bac18787,251cc0de6dbdec267f6b63437987cf92,35c8be07291e6afe60ad24ad042f3dde,58764787b19a62f28527eb9cfccd9e3a,10.0,10.0,NO,Condiciones generales,Indiferencia del personal,Ventas,0.9918384096297648,REVERTIDO,Responsable 2,OBSERVACION
407,Marca 3,2018-08-16,2018-08-17,Agosto,GESTIONADO,Fuera de plazo,Sucursal 2,PV,973b522f65bc9ff13453331a5fe36536,973b522f65bc9ff13453331a5fe36536,2e9dc2752f0cec437bdb6fb418a71b43,87dab306d2db63b3887fbfaff495a49f,179f4f174dcde36375f9a3221941a6bb,10.0,10.0,NO,Reclamos al Taller,Trabajo parcial,Taller,0.9913596571220136,REVERTIDO,Responsable 3,OBSERVACION
408,Marca 3,2018-08-16,2018-08-17,Agosto,GESTIONADO,Fuera de plazo,Sucursal 2,PV,973b522f65bc9ff13453331a5fe36536,973b522f65bc9ff13453331a5fe36536,5cc4347633f060a91eb2d99976fe120a,309fb59007aa7efcd39b19756272fadb,23ad1ec0fbb9c3b1a3b79da3c0c9590c,9.0,10.0,NO,Condiciones de atención del personal,Otros,Asesor,0.9913596571220136,REVERTIDO,Responsable 3,OBSERVACION
409,Marca 3,2018-08-16,2018-08-17,Agosto,GESTIONADO,Fuera de plazo,Sucursal 2,PV,973b522f65bc9ff13453331a5fe36536,973b522f65bc9ff13453331a5fe36536,4caca6cac86b5c237c3f566ad397e287,3fe70ea2561f220ae461f64906954fd9,179f4f174dcde36375f9a3221941a6bb,10.0,10.0,NO,Varios,Turnos: Disponibilidad de turnos; Asesoramiento: Consultas pendientes del Cliente,Turnos,0.9913596571220136,REVERTIDO,Responsable 2,OBSERVACION
410,Marca 3,2018-08-16,2018-08-17,Agosto,GESTIONADO,Fuera de plazo,Sucursal 2,PV,973b522f65bc9ff13453331a5fe36536,973b522f65bc9ff13453331a5fe36536,6b791efcbf46c914965f8a8ec45fd28d,1e4e2c9e3c634cc49c7e386ee9c43e29,23ad1ec0fbb9c3b1a3b79da3c0c9590c,10.0,10.0,NO,Asesoramiento,Nuevo problema,Asesor,0.9916788254605144,REVERTIDO,Responsable 2,OBSERVACION
411,Marca 3,2018-08-16,2018-08-17,Agosto,GESTIONADO,Fuera de plazo,Sucursal 2,PV,973b522f65bc9ff13453331a5fe36536,973b522f65bc9ff13453331a5fe36536,8714105272f5cc5684f8b1f01e726cfb,ca266afe9bafa888b5111304b079e7aa,179f4f174dcde36375f9a3221941a6bb,9.0,9.0,NO,Varios,Turnos: Disponibilidad de turnos; Lavado: Vehículo no lavado / aspirado,Turnos,0.9913596571220136,REVERTIDO,Responsable 2,OBSERVACION
414,Marca 4,2018-08-16,2018-08-17,Agosto,GESTIONADO,A TIEMPO,Sucursal 2,PV,02a18f85af5adc433baf39ff903fcb4a,541baaea2fcc5fbd24cdc456c3b9f5bd,108ba4f2b90bab4813acfec79298372e,a3a441faf6bc7075240d7649007d1323,c2d72aa2fa2bb1303509cfd181fe2f6c,10.0,10.0,NO,Lavado,Vehículo mal lavado,Lavadero,0.9912684661681558,REVERTIDO,Responsable 3,OBSERVACION
416,Marca 1,2018-08-16,2018-08-17,Agosto,GESTIONADO,FUERA DE PLAZO,Sucursal 2,PV,444c85f0fd5d405232efcca8383d9cad,e0d88be5601d9b08019ce371d6db7217,1debb8328f5bf031232e6bb062896af8,0ed8b1381f5a566d87a601727c691a77,8bcbb2d76706e5e5a5d93b6a982a8574,9.0,9.0,NO,Instalaciones,Equipamiento de taller,Taller,0.9912684661681558,REVERTIDO,Responsable 3,OBSERVACION
417,Marca 1,2018-08-16,2018-08-17,Agosto,GESTIONADO,A TIEMPO,Sucursal 2,PV,444c85f0fd5d405232efcca8383d9cad,e0d88be5601d9b08019ce371d6db7217,71089f9280b31ef8e861da1b020b6221,7a9c9533c405edc7232b6eacde27dd5b,f33be1f14dc5f54c5721fda022c1e966,10.0,10.0,NO,Varios,Asesoramiento: Nuevo problema; Comunicación: Falta de comunicación ante novedades,Asesor,0.9912684661681558,REVERTIDO,Responsable 1,OBSERVACION
418,Marca 1,2018-08-16,2018-08-17,Agosto,SIN GESTION,Sin Tratamiento,Sucursal 2,PV,326d75fde9c5517d7b2889a391dfdb05,326d75fde9c5517d7b2889a391dfdb05,7a1e079f48441e76e65c7f3f128f8efa,ded2cccd3b5df5fe0102b94b0afa50ab,39d7b05cd7a8cacdf1d505f2f33d6255,9.0,10.0,NO,Disconformidad con el fabricante,Disponibilidad de reouestos,Repuestos,0.9902578880175088,SIN RESPUESTA,Responsable 1,OBSERVACION
419,Marca 3,2018-08-16,2018-08-21,Agosto,GESTIONADO,A tiempo,Sucursal 3,PA,c08ca320ccbf93cb23688866ea16e514,1d11bfbddf2a2f6d41876f229b163f4a,a3d03ce89213a5192d2600eba2713504,e1105c61bfe8b34628689d8c035a6dc7,16f5552e223f317dee929346c2d82e2f,6.0,6.0,SI,Varios,"Asesoramiento: Plazos de entrega, Incumplimiento de promesas; Comunicación: Falta de comunicación ante novedades; Condiciones de Atención del Personal: Indiferencia del personal",Ventas,0.9912912639066204,NO REVERTIDO,Responsable 2,BAJA CALIFICACION E INCIDENTE
